;;;;;;;;;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;;;;;;;;;
;;;;;;;;;43;214;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;214;214;214;214;214;214;214;214;214;214;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;11;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
;;;;;;;;;43;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;214;214;214;214;214;214;214;214;214;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;31;214;214;214;43;;;;;;;;;
